IDENT,AGE10,CA0ACATAEU_15,CA0AREGIONF_15,CA0AREG_15,CA1,CA11,CA12,CA20_15,CA23A,CA7,CA8,CA8B3,HABDE_15,OS1,PER1,Q1,Q31,STRADEF,CONTRAT_15,DEST,LIEUNAIS,PCS_15,PHD,PONDEF,POSPRO_15,REGETAB,SALPRS_15,SITDE_15,TAPE,TAPI,ZUS
P0205907,19,112,CHAMPAGNE-ARDENNE,21,,2,7,1,2,,,,01,2,1,1,2,11,01 Non salarié,CER,00,211F,03I,48.289084113,,41,,1,0,,2
P0205966,23,111,PICARDIE,22,,,,1,2,,,,02,2,1,2,2,12,"02 CDI, Fonctionnaire",CER,00,562B,03T,47.05980151,92,22,1250,1,0,0,2
P0206029,24,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,2,4,2,2,,,,03,2,1,2,2,12,,CER,00,,03T,105.88732657,,93,,2,0,0,2
P0206049,23,120,LANGUEDOC-ROUSSILLON,91,,2,6,1,2,,,,02,2,1,1,2,11,,CER,00,,03I,94.307190198,,93,,2,0,,2
P0206254,25,112,PAYS DE LA LOIRE,52,,1,1,1,2,,,,02,2,1,2,2,12,"02 CDI, Fonctionnaire",CER,00,552A,03T,53.535218708,91,52,902,1,,34,2
P0206263,20,112,ÎLE-DE-FRANCE,11,,7,7,2,2,1,1,1,02,2,1,2,2,12,01 Non salarié,CER,00,554A,03T,43.024806697,,11,,1,0,0,2
P0206288,20,111,POITOU-CHARENTES,54,,3,2,2,2,,,,02,2,1,2,2,12,"02 CDI, Fonctionnaire",CER,00,562A,03T,29.719554654,91,54,1460,1,0,0,2
P0206342,20,120,PROVENCE-ALPES-CÔTE D'AZUR,93,,2,6,2,2,,,,02,2,1,1,2,11,"02 CDI, Fonctionnaire",CER,00,632F,03I,30.509581652,91,93,1800,1,4,30,2
P0206352,19,112,PAYS DE LA LOIRE,52,2,2,1,2,2,,,,03,2,1,2,2,12,04 Emploi à durée déterminée,CER,00,554D,02T,43.857926915,92,54,1240,1,4,4,2
P0206440,21,111,LANGUEDOC-ROUSSILLON,91,1,1,7,1,2,,,,01,2,1,2,2,12,"02 CDI, Fonctionnaire",CER,00,562B,03T,63.390807408,02,93,1388,1,0,0,2
P0206595,19,111,ÎLE-DE-FRANCE,11,,7,7,1,2,,,,02,2,1,2,2,12,"02 CDI, Fonctionnaire",CER,00,554D,03T,190.83157057,02,11,1500,1,0,0,2
P0206645,20,111,ÎLE-DE-FRANCE,11,2,7,3,2,2,,,,01,2,2,2,2,12,,CER,00,,02T,51.426254227,,11,,2,3,,2
P0206655,20,120,LANGUEDOC-ROUSSILLON,91,,1,3,2,2,,,,01,2,1,1,2,11,"02 CDI, Fonctionnaire",CER,00,681B,03I,56.978643825,01,93,1800,1,0,11,2
P0206694,21,120,POITOU-CHARENTES,54,,,,2,2,,,,02,1,1,2,1,11,"02 CDI, Fonctionnaire",CER,00,632F,02I,81.259015686,02,54,1300,1,0,50,2
P0206710,28,211,BASSE-NORMANDIE,25,,7,2,1,1,,,,02,2,1,1,2,11,05 Intérim,CER,00,632F,06I,68.663448467,02,11,,1,0,0,2
P0206768,19,300,NORD-PAS-DE-CALAIS,31,2,2,7,1,2,,,,02,2,1,1,1,11,"02 CDI, Fonctionnaire",CER,00,674C,02I,82.48928756,,31,,1,1,36,2
P0206964,22,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,2,2,2,2,3,,,02,2,1,2,2,12,"02 CDI, Fonctionnaire",CER,00,552A,03T,33.361727505,91,93,1650,1,9,41,2
P0206990,21,111,ÎLE-DE-FRANCE,11,2,1,2,2,2,,,,01,2,1,2,1,12,,CER,00,,03T,184.79799942,,11,,4,0,0,2
P0207046,21,111,CHAMPAGNE-ARDENNE,21,,3,2,1,2,,,,02,2,1,1,1,11,"02 CDI, Fonctionnaire",CER,00,632F,03I,120.38587806,02,11,1650,1,0,6,2
P0207058,21,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,2,2,1,2,,,,02,2,1,2,2,12,01 Non salarié,CER,00,217C,03T,36.314806735,,93,,1,0,0,2
P0207230,22,111,FRANCHE-COMTÉ,43,,2,7,2,2,,,,03,1,1,2,2,12,"02 CDI, Fonctionnaire",CER,00,562B,03T,79.776548345,91,43,1136,1,0,0,2
P0207306,22,400,AQUITAINE,72,,7,7,2,2,1,,,02,2,1,2,2,12,01 Non salarié,CER,00,217C,03T,130.27549589,,72,,1,0,0,2
P0207462,20,112,ÎLE-DE-FRANCE,11,2,2,4,2,2,,,,02,2,1,2,2,12,04 Emploi à durée déterminée,CER,00,562B,03T,82.89634506,92,11,1285,1,3,11,2
P0207547,22,111,MIDI-PYRÉNÉES,73,2,2,5,2,2,,,,01,2,1,1,2,15,,CER,00,,03I,61.64328738,,72,,3,0,0,2
P0207619,22,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,4,4,2,1,,,,03,2,1,2,2,29,"02 CDI, Fonctionnaire",CER,00,545B,06T,160.93350367,92,73,1408,1,5,5,2
P0207648,20,112,ALSACE,42,,2,1,2,2,,,,01,2,1,1,2,30,"02 CDI, Fonctionnaire",CER,00,624A,04I,56.160925066,92,42,1503,1,0,0,2
P0207743,20,112,LORRAINE,41,,2,2,1,2,,,,02,2,2,2,2,30,"02 CDI, Fonctionnaire",CER,00,543D,06I,81.137880726,91,42,2167,1,0,22,2
P0207839,22,111,ALSACE,42,,3,2,3,2,,,,02,2,1,1,2,30,"02 CDI, Fonctionnaire",CER,00,477C,06I,48.765887382,03,42,1643,1,0,0,2
P0207874,21,112,CENTRE,24,,1,7,1,2,,,,02,2,1,2,2,29,"02 CDI, Fonctionnaire",CER,00,554B,06T,63.556124567,91,24,1607,1,0,2,2
P0207971,20,112,CENTRE,24,,4,3,2,2,,,,02,2,1,2,2,29,"02 CDI, Fonctionnaire",CER,00,467C,06T,39.655626113,91,24,2691.625,1,2,2,2
P0208020,24,111,CENTRE,24,,6,5,2,2,,,,03,1,1,2,2,29,"02 CDI, Fonctionnaire",CER,00,333F,06T,39.468598229,91,24,1517,1,0,0,2
P0208157,22,120,LANGUEDOC-ROUSSILLON,91,,,1,2,2,,,,02,2,1,2,2,29,,CER,00,,06T,79.726528868,,24,,2,0,6,2
P0208175,22,111,CENTRE,24,,3,5,2,1,,,,02,2,1,2,2,29,,CER,00,,06T,51.027514307,,24,,2,0,0,2
P0208176,22,111,CENTRE,24,,2,3,2,2,,,,02,2,1,1,2,29,"02 CDI, Fonctionnaire",CER,00,477C,06T,50.750733224,05,24,1950,1,2,4,2
P0208516,20,111,ÎLE-DE-FRANCE,11,2,1,7,2,2,,,,01,2,1,1,2,12,,CER,00,,03T,75.533826389,,11,,2,1,1,2
P0208530,19,211,MIDI-PYRÉNÉES,73,,2,2,2,2,,,,03,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,634C,03I,68.74424331,91,73,1203,1,0,0,2
P0208547,21,111,MIDI-PYRÉNÉES,73,,4,4,2,2,,,,03,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,634C,03I,122.39784095,91,73,1500,1,0,12,2
P0208680,20,111,ÎLE-DE-FRANCE,11,2,,1,2,2,3,3,2,01,2,1,1,2,27,"02 CDI, Fonctionnaire",CER,01,623F,06I,23.36298418,92,11,2021,1,0,14,2
P0208737,21,111,ÎLE-DE-FRANCE,11,,3,2,2,1,,,,01,2,1,1,2,27,"02 CDI, Fonctionnaire",CER,00,462E,06T,23.996318673,05,11,2500,1,23,23,2
P0208751,21,112,CENTRE,24,,1,1,2,1,,,,02,2,1,2,2,27,"02 CDI, Fonctionnaire",CER,00,461F,06T,46.587082301,03,11,1463,1,0,2,2
P0208759,21,111,ÎLE-DE-FRANCE,11,,2,2,2,2,,,,01,2,1,2,2,27,"02 CDI, Fonctionnaire",CER,00,543A,06T,40.518297157,91,11,2417,1,1,1,2
P0208819,23,111,ÎLE-DE-FRANCE,11,2,1,1,2,2,3,3,1,01,1,2,1,2,27,03 Contrat aidé,CER,00,477C,06T,48.695291871,05,11,1136,1,,,1
P0208970,21,111,ÎLE-DE-FRANCE,11,,7,4,2,2,,,,02,1,1,2,2,43,"02 CDI, Fonctionnaire",CER,00,478A,09M,56.960034834,05,11,1600,1,0,45,2
P0208971,23,111,ÎLE-DE-FRANCE,11,,1,4,2,2,,,,03,2,1,1,2,43,"02 CDI, Fonctionnaire",CER,00,472C,09M,31.76519832,05,11,2037,1,0,4,1
P0209001,24,400,CENTRE,24,,6,7,1,2,,,,02,1,1,1,2,43,"02 CDI, Fonctionnaire",CER,00,463B,09M,22.851357575,03,11,1769.65625,1,0,6,2
P0209029,22,111,AQUITAINE,72,,,,2,2,,,,03,2,1,1,2,43,04 Emploi à durée déterminée,CER,00,532C,09M,34.025004345,05,11,1500,1,13,,2
P0209037,22,111,BRETAGNE,53,,4,3,2,2,,,,03,1,1,2,2,43,"02 CDI, Fonctionnaire",CER,00,384B,09M,27.685046964,71,11,1506,1,0,12,2
P0209155,21,211,MIDI-PYRÉNÉES,73,,1,3,2,2,,,,03,2,1,2,2,43,"02 CDI, Fonctionnaire",,00,,09L,49.493565595,06,11,1700,1,3,3,1
P0209200,24,112,ÎLE-DE-FRANCE,11,,2,4,1,2,,,,02,2,1,2,2,43,"02 CDI, Fonctionnaire",CER,00,374D,09M,35.654871266,73,11,2368.65625,1,2,2,2
P0209219,23,112,ÎLE-DE-FRANCE,11,,7,7,2,2,3,3,2,02,1,1,1,2,43,"02 CDI, Fonctionnaire",CER,00,382D,09M,33.66347349,71,11,2118,1,0,0,2
P0209415,23,112,ÎLE-DE-FRANCE,11,2,1,6,2,2,,,,01,2,1,1,2,43,"02 CDI, Fonctionnaire",CER,00,478B,09M,37.776132504,05,11,2058.328125,1,0,2,2
P0209459,22,111,ÎLE-DE-FRANCE,11,,1,3,2,2,,,,02,1,1,1,2,43,"02 CDI, Fonctionnaire",CER,00,479B,09M,37.605187333,05,11,2417,1,5,29,2
P0209580,22,111,ÎLE-DE-FRANCE,11,,1,5,2,2,,,,03,1,1,2,2,43,"02 CDI, Fonctionnaire",CER,00,466C,09M,42.287869936,03,11,1950,1,0,0,2
P0209630,23,111,ÎLE-DE-FRANCE,11,,4,6,2,1,,,,03,2,1,1,2,43,"02 CDI, Fonctionnaire",CER,00,383B,09M,21.761550713,04,11,3300,1,0,26,2
P0209686,23,111,ÎLE-DE-FRANCE,11,2,,3,2,2,4,4,1,01,2,2,1,2,43,"02 CDI, Fonctionnaire",CER,08,486A,09M,46.985786035,03,11,2066.65625,1,0,0,2
P0209747,24,112,ÎLE-DE-FRANCE,11,,2,3,2,2,,,,02,2,1,2,2,44,"02 CDI, Fonctionnaire",CER,00,374D,06T,46.202529455,72,11,2070,1,0,0,2
P0209897,22,111,ÎLE-DE-FRANCE,11,,2,4,2,2,,,,03,1,1,1,2,44,"02 CDI, Fonctionnaire",CER,00,372C,13L,26.919669067,72,11,3000,1,0,0,2
P0209912,25,111,ÎLE-DE-FRANCE,11,,7,2,2,2,,,,02,2,1,1,2,44,"02 CDI, Fonctionnaire",CER,00,376G,13L,35.080109876,72,11,3073,1,0,53,2
P0209976,26,111,ÎLE-DE-FRANCE,11,,1,1,2,2,2,2,2,01,1,1,1,2,44,"02 CDI, Fonctionnaire",CER,00,376E,13M,25.733386228,71,11,2733,1,6,6,2
P0210002,24,112,ÎLE-DE-FRANCE,11,2,2,4,2,2,,,,01,2,1,1,2,44,01 Non salarié,CER,00,554G,13L,34.614254892,,11,,1,0,,2
P0210034,23,111,ÎLE-DE-FRANCE,11,,5,7,2,2,,,,02,2,1,2,2,44,"02 CDI, Fonctionnaire",CER,00,382B,13M,36.483899265,71,11,2109,1,0,0,2
P0210050,24,111,ÎLE-DE-FRANCE,11,,1,2,2,2,,,,03,2,1,2,2,44,"02 CDI, Fonctionnaire",CER,00,376D,13L,35.774903847,73,11,2438,1,0,0,2
P0210151,26,111,ÎLE-DE-FRANCE,11,,5,4,2,2,,,,03,2,1,1,2,44,"02 CDI, Fonctionnaire",CER,00,387D,13M,34.468964856,71,11,2925,1,0,0,2
P0210203,25,111,ÎLE-DE-FRANCE,11,,5,5,2,2,,1,,01,2,1,1,2,44,"02 CDI, Fonctionnaire",CER,00,388A,13M,27.021012915,71,11,3150,1,0,0,2
P0210279,27,111,ÎLE-DE-FRANCE,11,,4,4,2,2,3,3,2,02,2,1,1,3,44,"02 CDI, Fonctionnaire",CER,08,380A,13M,61.776593015,71,11,1400,1,5,5,2
P0210489,20,112,FRANCHE-COMTÉ,43,,7,5,2,1,,,,02,2,1,2,2,14,"02 CDI, Fonctionnaire",CER,00,554E,03I,32.569585642,91,43,1264.328125,1,4,4,2
P0210505,19,300,POITOU-CHARENTES,54,,1,1,2,1,,,,01,2,1,2,2,14,04 Emploi à durée déterminée,CER,00,551A,03I,62.993189092,91,43,1180,1,2,,2
P0210601,20,400,AQUITAINE,72,1,2,1,1,2,,,,01,2,1,1,2,14,01 Non salarié,CER,00,227D,03I,36.943533463,,72,,1,0,,2
P0210626,20,111,AQUITAINE,72,2,3,4,2,2,,,,01,2,1,1,2,14,01 Non salarié,CER,00,211D,03I,44.78601407,,72,,1,0,,2
P0210712,24,111,AQUITAINE,72,,2,1,2,2,,,,02,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,631A,02I,24.501295669,01,72,1349,1,2,8,2
P0210795,20,112,PICARDIE,22,,2,2,2,2,,,,03,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,621G,03I,29.30224579,01,25,2383,1,4,4,2
P0210803,20,111,BASSE-NORMANDIE,25,,2,2,2,1,,,,01,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,632G,03I,25.480369038,02,25,1400,1,0,12,2
P0210822,20,111,BASSE-NORMANDIE,25,,2,2,2,2,,,,03,2,2,2,2,12,"02 CDI, Fonctionnaire",CER,00,376C,03T,98.65737533,92,25,1350,1,8,49,2
P0210825,20,111,BASSE-NORMANDIE,25,,1,1,2,1,,,,01,2,1,2,2,12,"02 CDI, Fonctionnaire",CER,00,554E,03T,49.124548378,91,25,1342,1,0,44,2
P0210872,20,111,BASSE-NORMANDIE,25,,2,1,1,2,,,,02,2,1,2,1,14,"02 CDI, Fonctionnaire",CER,00,131F,03I,39.400271954,04,25,2000,1,0,0,2
P0210982,21,111,AUVERGNE,83,,,1,2,2,3,3,1,02,2,1,1,2,14,05 Intérim,CER,00,472B,03I,57.079344739,03,72,2004,1,0,,2
P0211100,19,221,AUVERGNE,83,2,2,1,2,2,,,,01,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,627F,03I,118.61761338,02,83,2000,1,0,20,2
P0211183,22,300,BOURGOGNE,26,2,7,7,2,2,,,,01,2,1,1,1,14,,CER,00,,03I,52.801936291,,26,,2,0,,2
P0211258,21,211,BOURGOGNE,26,,3,2,1,2,,,,01,2,1,2,1,14,"02 CDI, Fonctionnaire",CER,00,543D,03I,18.477770867,92,26,1408,1,2,17,2
P0211269,20,211,BOURGOGNE,26,2,7,7,2,2,,,,01,2,1,1,2,12,03 Contrat aidé,CER,00,467C,03T,38.565315438,73,26,1595,1,0,0,2
P0211311,19,111,RHÔNE-ALPES,82,,1,2,2,1,,,,03,2,1,1,2,12,"02 CDI, Fonctionnaire",CER,00,554A,03T,28.829135805,92,26,1450,1,0,26,2
P0211345,19,120,BOURGOGNE,26,,,,1,2,,,,02,2,1,1,2,14,01 Non salarié,CER,00,211D,03I,83.509877165,,26,,1,0,,2
P0211358,19,111,BOURGOGNE,26,,,1,2,2,,,,02,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,623A,03I,36.337307383,91,26,1700,1,2,18,2
P0211494,20,111,RHÔNE-ALPES,82,,2,1,2,2,,,,02,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,634C,03I,22.279282669,92,82,1916.65625,1,0,0,2
P0211533,21,111,RHÔNE-ALPES,82,,3,2,2,2,,,,03,2,1,1,1,14,"02 CDI, Fonctionnaire",CER,00,472C,02I,63.837285425,05,26,1500,1,0,11,2
P0211535,20,111,RHÔNE-ALPES,82,2,7,7,2,2,,,,02,2,1,2,2,12,"02 CDI, Fonctionnaire",CER,00,542A,03T,45.67017867,91,82,1500,1,1,53,2
P0211569,19,111,RHÔNE-ALPES,82,,2,7,1,2,,,,02,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,633C,03I,27.498800366,91,82,1478.65625,1,0,10,2
P0211651,21,120,RHÔNE-ALPES,82,,,2,2,2,,,,02,1,1,1,1,14,"02 CDI, Fonctionnaire",CER,00,634C,03I,42.268283684,02,82,1479,1,0,0,2
P0211665,21,111,RHÔNE-ALPES,82,,2,7,2,2,,,,03,2,2,1,1,14,"02 CDI, Fonctionnaire",CER,00,486D,03I,89.762463213,03,82,1950,1,0,0,2
P0211749,22,111,RHÔNE-ALPES,82,2,1,1,2,2,4,4,1,01,2,1,1,2,14,05 Intérim,CER,00,623F,03I,25.164392484,91,82,1446,1,1,20,2
P0211773,21,112,HAUTE-NORMANDIE,23,,1,2,2,2,,,,01,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,628A,03I,19.566596971,92,31,2167,1,0,0,2
P0211784,21,111,NORD-PAS-DE-CALAIS,31,2,,7,2,2,,,,03,2,1,1,2,14,,CER,00,,03I,29.567007137,,31,,2,2,17,2
P0211799,21,111,NORD-PAS-DE-CALAIS,31,2,1,2,2,2,4,,,01,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,627B,03I,18.827430223,92,31,1650,1,4,26,2
P0211870,20,300,NORD-PAS-DE-CALAIS,31,,2,3,2,2,,,,03,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,641A,02I,39.37896772,05,31,1700,1,0,0,2
P0211881,20,120,NORD-PAS-DE-CALAIS,31,,1,7,3,2,,,,01,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,628G,03I,53.967230803,02,31,1465,1,0,0,2
P0211890,20,300,NORD-PAS-DE-CALAIS,31,,2,3,2,2,3,3,1,03,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,628A,03I,26.856000298,02,31,1842,1,2,15,2
P0212008,19,111,NORD-PAS-DE-CALAIS,31,,2,2,1,2,,,,02,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,621B,03I,26.837955976,02,31,1620,1,0,10,2
P0212010,19,400,NORD-PAS-DE-CALAIS,31,2,3,3,2,2,,,,01,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,472D,03I,37.711321137,05,31,1700,1,4,18,2
P0212019,22,111,NORD-PAS-DE-CALAIS,31,,1,1,2,2,3,3,2,03,1,1,1,3,14,,CER,07,,02I,37.543778455,,31,,2,,,1
P0212030,19,111,NORD-PAS-DE-CALAIS,31,2,2,2,2,2,,,,01,1,1,1,1,14,04 Emploi à durée déterminée,CER,00,653A,02I,54.626145013,01,31,1739,1,5,,2
P0212120,22,111,NORD-PAS-DE-CALAIS,31,,5,1,2,2,,,,03,1,1,1,2,14,05 Intérim,CER,00,653A,03I,18.366710383,02,31,1969,1,0,,1
P0212176,20,111,RHÔNE-ALPES,82,2,2,3,2,2,,,,01,2,1,1,2,12,"02 CDI, Fonctionnaire",CER,00,627F,03T,30.659678413,92,82,1517,1,0,44,2
P0212184,21,111,RHÔNE-ALPES,82,,2,2,2,2,,,,01,2,1,1,1,14,05 Intérim,CER,00,676D,03I,23.038654908,91,82,1367,1,0,0,2
P0212275,19,111,LANGUEDOC-ROUSSILLON,91,2,2,7,2,2,,2,,01,2,1,2,2,12,04 Emploi à durée déterminée,CER,00,561A,03T,89.089597042,91,91,752,1,0,29,1
P0212382,21,111,LORRAINE,41,2,1,1,2,2,3,3,2,01,1,1,1,1,12,,CER,00,,03T,59.74406724,,41,,2,5,,1
P0212482,19,112,LORRAINE,41,,1,3,2,2,,,,03,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,486E,03I,36.568490494,92,41,1500,1,0,31,2
P0212511,19,111,LORRAINE,41,,2,4,2,2,,,,03,2,1,2,2,12,"02 CDI, Fonctionnaire",CER,00,555A,03T,54.704524183,91,41,1520.3125,1,0,21,2
P0212610,23,111,LORRAINE,41,2,,1,2,2,,,,01,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,632K,03I,40.756078369,91,41,1504,1,0,44,2
P0212747,20,300,POITOU-CHARENTES,54,,,,2,2,,,,02,2,1,1,1,14,01 Non salarié,CER,00,211F,03I,36.497712665,,54,,1,0,,2
P0212767,19,111,POITOU-CHARENTES,54,,2,2,2,2,,,,01,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,624A,03I,28.498337222,02,54,1674.1640625,1,0,5,2
P0212836,22,300,AQUITAINE,72,,,3,2,2,1,,,02,1,1,1,2,14,05 Intérim,CER,00,623E,02I,26.086223566,01,54,1446,1,13,21,2
P0212854,24,221,POITOU-CHARENTES,54,,2,1,2,2,,,,02,2,1,1,1,14,"02 CDI, Fonctionnaire",CER,00,631A,02I,51.750003128,02,72,1400,1,3,15,2
P0213050,21,300,BRETAGNE,53,2,2,4,2,2,,,,01,2,1,1,1,14,"02 CDI, Fonctionnaire",CER,00,634C,03I,35.459509627,92,53,1500,1,0,0,2
P0213124,20,112,BRETAGNE,53,,2,2,2,2,,,,01,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,631A,03I,48.509559272,05,53,1484,1,1,10,2
P0213211,20,111,BRETAGNE,53,,2,2,2,2,,,,01,2,1,1,1,14,04 Emploi à durée déterminée,CER,00,532C,03I,28.452355649,01,53,1900,1,0,,2
P0213381,22,112,BRETAGNE,53,,2,3,2,2,,,,02,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,641A,03I,45.92263749,92,53,1459,1,0,42,2
P0213392,24,112,BRETAGNE,53,2,7,7,2,2,,,,01,2,1,1,2,12,"02 CDI, Fonctionnaire",CER,00,684A,02T,48.492830024,92,53,1472,1,12,12,2
P0213451,21,111,ALSACE,42,,3,2,2,2,,,,01,2,1,2,2,12,"02 CDI, Fonctionnaire",CER,00,468A,03T,74.430711475,92,42,1383,1,0,2,2
P0213536,20,112,ALSACE,42,,7,7,2,2,,,,02,2,1,2,2,12,"02 CDI, Fonctionnaire",CER,00,554D,03T,65.690077551,91,42,1343,1,,43,2
P0213651,20,112,ALSACE,42,,4,4,2,2,,,,01,2,1,1,1,14,"02 CDI, Fonctionnaire",CER,00,631A,03I,58.458471678,02,42,1333.328125,1,0,0,2
P0213707,19,112,ALSACE,42,1,2,2,2,2,,,,01,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,634C,03I,55.084584288,02,42,1615,1,0,0,2
P0213710,30,112,ALSACE,42,2,1,1,2,2,,,,01,2,1,1,2,12,,CER,00,,03T,68.407737409,,42,,2,0,0,2
P0213857,19,111,LORRAINE,41,,2,1,2,2,,,,02,2,1,2,2,12,03 Contrat aidé,CER,00,523A,02T,83.109091122,91,42,1145,1,7,,2
P0213920,24,300,MIDI-PYRÉNÉES,73,,7,7,2,2,,,,03,2,1,2,2,14,"02 CDI, Fonctionnaire",CER,10,691C,03I,48.478948195,02,73,1100,1,0,35,2
P0213970,21,211,PAYS DE LA LOIRE,52,2,2,2,2,2,,,,01,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,652A,03I,66.530771932,02,52,1562,1,6,51,2
P0213986,21,111,CENTRE,24,,1,3,2,1,,,,02,2,1,1,2,12,"02 CDI, Fonctionnaire",CER,00,374A,03T,60.317593712,72,52,1860,1,0,6,2
P0214020,22,221,POITOU-CHARENTES,54,2,3,3,2,2,,,,01,2,1,1,1,14,04 Emploi à durée déterminée,CER,00,422C,03I,71.063449286,91,52,277,1,0,,2
P0214257,21,120,PAYS DE LA LOIRE,52,,1,1,2,2,,,,02,2,1,1,1,14,"02 CDI, Fonctionnaire",CER,00,632A,03I,65.816661063,92,52,1465,1,2,2,2
P0214279,20,111,PAYS DE LA LOIRE,52,,2,3,2,2,,,,02,2,1,2,2,12,"02 CDI, Fonctionnaire",CER,00,554E,03T,117.50753877,91,52,1018.328125,1,0,0,2
P0214436,20,111,PAYS DE LA LOIRE,52,,3,3,2,3,,,,02,2,1,1,1,14,"02 CDI, Fonctionnaire",CER,00,561A,02I,47.487720568,92,52,1180,1,4,7,2
P0214460,20,300,PAYS DE LA LOIRE,52,,1,1,2,2,,,,02,2,1,2,1,12,"02 CDI, Fonctionnaire",CER,00,554E,03T,49.031976317,91,52,1567,1,0,4,1
P0214561,20,111,PAYS DE LA LOIRE,52,2,1,1,2,2,3,,,01,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,633A,03I,61.057250436,02,52,1691.65625,1,0,0,2
P0214590,22,112,PAYS DE LA LOIRE,52,,2,2,2,2,,,,03,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,634C,03I,53.192446595,91,52,1350,1,1,8,2
P0214889,19,111,BRETAGNE,53,,,,2,2,,,,03,1,1,1,2,14,05 Intérim,CER,00,624A,03I,98.055953692,02,53,,1,0,,2
P0215033,21,111,LORRAINE,41,,7,7,2,2,,,,01,2,1,1,2,14,,CER,00,,02I,50.736848481,,21,,2,0,,2
P0215068,21,120,CHAMPAGNE-ARDENNE,21,,2,3,2,2,,,,03,2,2,1,1,14,"02 CDI, Fonctionnaire",CER,00,691D,02I,51.36795684,02,21,1481,1,14,14,2
P0215114,19,400,CHAMPAGNE-ARDENNE,21,,7,7,2,2,2,,,03,2,1,1,1,14,"02 CDI, Fonctionnaire",CER,00,676A,02I,66.852431654,91,21,1491,1,3,13,2
P0215267,20,112,PICARDIE,22,2,2,2,2,2,,,,01,2,1,1,2,12,"02 CDI, Fonctionnaire",CER,00,466C,03T,37.933878203,03,22,2025,1,2,20,2
P0215273,20,211,PICARDIE,22,,7,7,1,2,,,,02,2,1,1,2,14,05 Intérim,CER,00,632K,03I,38.363026107,02,22,1441,1,8,,2
P0215332,20,211,PICARDIE,22,,1,2,2,2,,,,03,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,486D,03I,46.256627043,06,22,1795,1,0,8,2
P0215376,19,112,PICARDIE,22,,7,7,2,2,,,,03,1,1,2,2,12,"02 CDI, Fonctionnaire",CER,00,561A,03T,34.061721381,92,22,1422,1,0,14,2
P0215386,20,112,PICARDIE,22,2,7,7,2,2,,,,01,2,1,1,1,14,"02 CDI, Fonctionnaire",CER,00,473B,03I,32.565824419,05,22,1963,1,1,1,2
P0215421,19,111,PICARDIE,22,,4,2,2,2,,,,03,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,634C,03I,40.324177372,02,22,1400,1,14,14,2
P0215483,19,112,PICARDIE,22,2,2,2,2,2,,,,01,2,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,681B,03I,40.20906723,01,22,1788,1,2,23,2
P0215495,19,300,PICARDIE,22,2,1,1,2,2,,2,,01,2,1,1,1,14,"02 CDI, Fonctionnaire",CER,00,676E,02I,99.647013407,01,22,1300,1,0,63,2
P0215517,19,221,HAUTE-NORMANDIE,23,2,1,1,2,2,,,,01,1,1,1,2,14,"02 CDI, Fonctionnaire",CER,00,475B,03I,66.433085544,05,22,2691.25,1,0,38,2
P0215625,21,111,HAUTE-NORMANDIE,23,,,,2,1,,,,03,2,2,2,2,12,05 Intérim,CER,00,543A,03T,140.81157215,92,23,1625,1,0,,2
P0215801,20,111,HAUTE-NORMANDIE,23,,7,7,2,2,,,,03,2,2,1,1,12,01 Non salarié,CER,00,561A,03T,170.59564575,,23,,1,11,,2
P0215961,21,221,LIMOUSIN,74,,2,2,2,2,,,,02,2,1,1,1,14,"02 CDI, Fonctionnaire",CER,00,641A,02I,51.396384879,92,74,1428,1,4,4,2
